metadata	feature	value	coef	stderr	N	N.not.0	pval	qval
age	PWY_6386	age	-0.000311076489182501	0.000118189269377165	1034	1034	0.00861606865375097	0.0662903642265774
age	GLUDEG_I_PWY	age	4.15458121788892e-05	1.58341819687492e-05	1034	975	0.00882519031043745	0.0671376764441973
age	GLYOXYLATE_BYPASS	age	5.63532412748195e-05	2.14823187959796e-05	1034	962	0.00883979406515265	0.0671376764441973
gender	PWY_5100	male	-0.000275475874567926	0.000104926069237975	1034	1034	0.00878351716333907	0.0671376764441973
BMI	GLUCONEO_PWY	BMI	-9.82120734314841e-05	3.75112845782107e-05	1034	913	0.00897046894797472	0.0678438827998088
BMI	GALACTUROCAT_PWY	BMI	-0.000148765108295565	5.69057127465641e-05	1034	1034	0.00907446006660739	0.0680584504995554
age	PWY0_845	age	0.000258020715499629	9.86700134207974e-05	1034	1033	0.00905475751708134	0.0680584504995554
gender	PWY_5723	male	0.000158489035249139	6.06922612760362e-05	1034	936	0.00915081975455603	0.068346371610792
gender	PWY_5861	male	0.000148614664070773	5.699794975172e-05	1034	935	0.00925732505862091	0.0685408504671377
BMI	PWY_7242	BMI	-0.000140613180856089	5.39843518446469e-05	1034	1034	0.00932917131358263	0.0685408504671377
gender	FOLSYN_PWY	male	0.000115447143743755	4.42664330557791e-05	1034	1027	0.00924020843825689	0.0685408504671377
gender	FUCCAT_PWY	male	0.000102038790523544	3.91635505466737e-05	1034	1028	0.00930889800746872	0.0685408504671377
gender	TRPSYN_PWY	male	0.000429482236281947	0.000165071908447561	1034	1034	0.0094082654730634	0.0685798143454092
BMI	PYRIDNUCSYN_PWY	BMI	0.000239722672156007	9.21407692350837e-05	1034	1034	0.00941067452406449	0.0685798143454092
GROUP	ANAEROFRUCAT_PWY	G2	0.000347674031012102	0.000134299849387505	1034	1034	0.00976847057701033	0.0709001896718492
gender	PWY_7199	male	-0.000214189571272994	8.2844425607157e-05	1034	1034	0.00986315799505983	0.0712999373136855
age	P125_PWY	age	3.53914116642032e-06	1.37061435003977e-06	1034	121	0.00995695844509433	0.0716901008046792
GROUP	PWY_5484	G2	0.000382502138322484	0.000148413469813582	1034	1034	0.0100977932786207	0.0724144537909053
age	PWY_5838	age	8.68627203292318e-05	3.37904494598751e-05	1034	935	0.0102922805899822	0.073516289928444
gender	PWY_4984	male	-0.000122306120288668	4.77033189820141e-05	1034	1020	0.0104929136418171	0.0744993766305131
gender	PWY_7242	male	-0.000285448327582299	0.000111441240142692	1034	1034	0.0105672275107615	0.0744993766305131
gender	GALACTUROCAT_PWY	male	-0.000300883820809705	0.000117471878108873	1034	1034	0.0105701944300489	0.0744993766305131
age	DENOVOPURINE2_PWY	age	9.47185721673431e-05	3.69923435525811e-05	1034	1034	0.0105954668985619	0.0744993766305131
age	PEPTIDOGLYCANSYN_PWY	age	-0.000311243237844042	0.00012201606426178	1034	1034	0.0108915153745896	0.0762398417796415
gender	PWY_5484	male	-0.000367372519778155	0.000144086070770826	1034	1034	0.0109277106550819	0.0762398417796415
age	PWY_2723	age	3.66456972659624e-05	1.43955028699284e-05	1034	884	0.0110541237061313	0.076824025756897
BMI	PWY_6609	BMI	-0.000156575411283293	6.17899571708167e-05	1034	1034	0.0114257624673474	0.0786193393437506
gender	PWY_7315	male	0.000113284094264483	4.46923289704202e-05	1034	916	0.011401154886596	0.0786193393437506
age	PWY_6151	age	-0.000603757963178257	0.000238314730441455	1034	1034	0.0114434816155904	0.0786193393437506
gender	PWY_6122	male	-0.000403897791654341	0.000160033502820862	1034	1034	0.0117592248909335	0.0787396089590057
age	PWY_7269	age	5.66322666463288e-05	2.24392349135617e-05	1034	909	0.0117601266166037	0.0787396089590057
gender	PWY0_1297	male	0.000190258452205483	7.53918945079001e-05	1034	1034	0.0117671971166514	0.0787396089590057
age	PWY_6435	age	9.71053242143086e-07	3.83603644256207e-07	1034	116	0.0115101798454341	0.0787396089590057
age	PWY_2942	age	-0.000541524717108665	0.000214322370204961	1034	1034	0.0116648262286065	0.0787396089590057
GROUP	GLYCOLYSIS	G2	0.000385495595775371	0.000152377362934865	1034	1034	0.0115599369365973	0.0787396089590057
gender	PWY_6277	male	-0.000403897791654341	0.000160033502820862	1034	1034	0.0117592248909335	0.0787396089590057
gender	GLYCOCAT_PWY	male	0.000162871272301773	6.46040785491743e-05	1034	1030	0.011851435218568	0.0790095681237865
BMI	THRESYN_PWY	BMI	-0.000121742228140095	4.84214522296984e-05	1034	1034	0.0120825669122051	0.0802532119629859
age	PWY_6891	age	5.76014940165365e-05	2.29763638532899e-05	1034	936	0.0123310234439083	0.0813034512785165
age	PWY_7388	age	6.34383023960751e-05	2.53037964969841e-05	1034	1025	0.0123283383174373	0.0813034512785165
gender	HISDEG_PWY	male	-7.25504946191679e-05	2.89920988185533e-05	1034	1009	0.0124902220662453	0.0820525537198594
gender	GOLPDLCAT_PWY	male	0.000438510581786292	0.000175342947740777	1034	969	0.0125446479342274	0.0821104228422154
age	NAD_BIOSYNTHESIS_II	age	5.82917354755284e-05	2.34268820638565e-05	1034	1021	0.0129963523117194	0.0839166336311742
age	ARO_PWY	age	-0.000188752993423668	7.58669948254353e-05	1034	1034	0.013007078212832	0.0839166336311742
gender	PWY_6612	male	9.15858645423573e-05	3.67648592584243e-05	1034	1027	0.0128919839995889	0.0839166336311742
BMI	PWY_5464	BMI	3.90993112726185e-05	1.57056087493556e-05	1034	856	0.0129502499212255	0.0839166336311742
age	PWY_5097	age	-0.000533797212193785	0.000215187577698011	1034	1034	0.0132760259957384	0.0850592601466775
age	PWY_5154	age	8.94265899445051e-05	3.60697718794723e-05	1034	1034	0.0133259507563128	0.0850592601466775
gender	POLYAMINSYN3_PWY	male	9.54402242483499e-05	3.84907310456259e-05	1034	926	0.0133149269622885	0.0850592601466775
age	PWY_6737	age	-0.000295941253929705	0.000119949864403841	1034	1034	0.0137804743132371	0.0865117508219162
BMI	P42_PWY	BMI	-6.58367059767116e-05	2.66364279263694e-05	1034	1033	0.0136103665469144	0.0865117508219162
age	PWY_6519	age	6.38145895205129e-05	2.5858057438115e-05	1034	1025	0.0137547757514533	0.0865117508219162
age	PWY_5505	age	2.89984073753248e-05	1.17551934071706e-05	1034	921	0.0137938180477166	0.0865117508219162
age	POLYISOPRENSYN_PWY	age	2.98317913882552e-05	1.20834132778861e-05	1034	952	0.013718868231792	0.0865117508219162
BMI	PWY_7209	BMI	-1.85232677328618e-05	7.51549108590112e-06	1034	872	0.0138775416454089	0.0867346352838055
BMI	PWY1F_823	BMI	-1.51563299975236e-07	6.15491238791206e-08	1034	73	0.0139625030952403	0.0869636870983825
gender	P163_PWY	male	-3.29515484444696e-06	1.33916348188772e-06	1034	20	0.0140350421809441	0.0871140549162046
gender	PWY_5898	male	0.000196067504612439	8.00143339730359e-05	1034	1000	0.0144366628930306	0.08791523241717
gender	PWY_5899	male	0.000196067504612439	8.00143339730359e-05	1034	1000	0.0144366628930306	0.08791523241717
GROUP	PWY_5030	G2	9.69947622876997e-05	3.95121888130906e-05	1034	1015	0.0142621688579908	0.08791523241717
age	PWY_6531	age	3.62077679376836e-05	1.47766005644255e-05	1034	1003	0.0144390486227566	0.08791523241717
gender	PWY_5897	male	0.000196067504612439	8.00143339730359e-05	1034	1000	0.0144366628930306	0.08791523241717
age	PWY_7282	age	0.000190047286062699	7.75737864086236e-05	1034	1033	0.0144571715530457	0.08791523241717
age	ARGSYNBSUB_PWY	age	0.000115574358361025	4.72512437385857e-05	1034	1034	0.0146150393054546	0.0885759957906339
BMI	PWY66_422	BMI	0.000183421798852323	7.54540542410328e-05	1034	1034	0.0152325363317446	0.0920086087152356
gender	PWY_5896	male	0.000152701235448249	6.30629691667176e-05	1034	877	0.0156340747030232	0.0934928055330291
gender	PWY_5845	male	0.000152701235448249	6.30629691667176e-05	1034	877	0.0156340747030232	0.0934928055330291
gender	PWY_5850	male	0.00015281751458846	6.30598388055972e-05	1034	878	0.0155502833732952	0.0934928055330291
BMI	PWY_6385	BMI	-0.000242381159248272	0.000100166601438818	1034	1034	0.0157038573160154	0.0935991495656547
BMI	P4_PWY	BMI	-7.65007167510019e-05	3.16748151707656e-05	1034	1034	0.0159019778498259	0.094130394834024
BMI	PWY_841	BMI	-0.000134755117090012	5.58202844670412e-05	1034	1034	0.0159498724579874	0.094130394834024
age	DTDPRHAMSYN_PWY	age	0.000237539616863651	9.8328384534374e-05	1034	1034	0.0158764699581866	0.094130394834024
gender	PWY_6703	male	-0.000531571929886554	0.000220555068934798	1034	1034	0.0161218772377765	0.0948345719869204
gender	PWY_6630	male	0.000182775136466964	7.59374858545908e-05	1034	956	0.0162647476374704	0.0953633411968951
age	GLUCOSE1PMETAB_PWY	age	5.78517273867681e-05	2.40491870376182e-05	1034	993	0.0163249414113504	0.095402977607304
age	PWY_6892	age	6.75338674956913e-05	2.8101775138467e-05	1034	951	0.0164305128101468	0.095402977607304
gender	PWY_6595	male	-3.71419659822787e-05	1.54527495794792e-05	1034	967	0.016412905394305	0.095402977607304
gender	PWY_7200	male	-2.42592453163423e-05	1.00996843567917e-05	1034	125	0.0164845620110345	0.0954090405783345
gender	FUC_RHAMCAT_PWY	male	0.000109002799167211	4.54921031058467e-05	1034	978	0.0167507143439383	0.0960885030290999
BMI	PWY_6317	BMI	0.000181783529110599	7.58749333150346e-05	1034	1034	0.0167621055284097	0.0960885030290999
age	PWY_4981	age	4.92648622026738e-05	2.05549885447655e-05	1034	1031	0.0167210521551588	0.0960885030290999
BMI	RHAMCAT_PWY	BMI	-0.000126983962215371	5.31322834069441e-05	1034	1034	0.0170309773268945	0.0973198704393972
age	BIOTIN_BIOSYNTHESIS_PWY	age	6.69695566503858e-05	2.81159158988636e-05	1034	1025	0.0174056823627525	0.0991462919397294
age	PWY_6396	age	3.09870638503075e-06	1.30158661488997e-06	1034	52	0.0174618950796483	0.0991527165405895
age	COMPLETE_ARO_PWY	age	-0.000184037919588889	7.7552868378702e-05	1034	1034	0.0178257512973502	0.100900479041605
gender	PWY_6897	male	0.000486388579617978	0.000205081057202661	1034	1034	0.0178918229763611	0.10095699485094
gender	PWY_6507	male	-0.000262030381572586	0.000110835230262794	1034	1034	0.0182583865621285	0.102703424411973
BMI	PWY_5030	BMI	-4.38190660025084e-05	1.85823965245237e-05	1034	1015	0.0185569136129214	0.103760004005057
age	PWY_5686	age	-0.000464178996243352	0.000196852586580883	1034	1034	0.0185615118275713	0.103760004005057
age	PWY0_1061	age	7.46570096897291e-05	3.16843133359372e-05	1034	1016	0.01864752322444	0.10391808608047
gender	COBALSYN_PWY	male	0.000406044719090836	0.000172510165594813	1034	1034	0.0187743579927765	0.104301988848758
GROUP	CENTFERM_PWY	G2	-2.57633234781504e-05	1.09783221638821e-05	1034	740	0.0191287384550359	0.105639161391352
GROUP	PWY_5103	G2	-0.000410057329033287	0.000174774529907808	1034	1034	0.0191561948098503	0.105639161391352
GROUP	PWY_6590	G2	-3.17244864328242e-05	1.35255376273624e-05	1034	740	0.019191114319429	0.105639161391352
gender	GLYCOLYSIS	male	-0.000346494468337121	0.000147934385789122	1034	1034	0.019361115858649	0.105927077646104
BMI	GLCMANNANAUT_PWY	BMI	0.000163108298726275	6.96372614154076e-05	1034	1034	0.0193591120629307	0.105927077646104
age	PWY_6387	age	-0.000261040773825621	0.000111802507682695	1034	1034	0.0197451136081685	0.107160632147962
age	PWY_7254	age	4.42750257251534e-05	1.8965885138039e-05	1034	956	0.0197651832628463	0.107160632147962
age	PWY_4041	age	5.69618692141003e-05	2.43996669198067e-05	1034	954	0.0197610527266609	0.107160632147962
BMI	PWY_5177	BMI	-9.04213591683582e-05	3.88303149810894e-05	1034	1032	0.0200734374678503	0.108505067393785
age	PWY_5022	age	4.338332269483e-05	1.86582168846898e-05	1034	938	0.0202589011937548	0.109179707032212
age	PWY_7187	age	7.38987364187234e-05	3.18453828669581e-05	1034	1034	0.0205077530135599	0.11019091171465
GROUP	PWY_7539	G2	0.000151399843351907	6.53007801965704e-05	1034	1034	0.0206191383762198	0.11040811712303
age	SULFATE_CYS_PWY	age	6.81726404637997e-05	2.94157960143543e-05	1034	1027	0.020670853039145	0.11040811712303
age	PWY_5417	age	2.93788714141771e-06	1.27263153935044e-06	1034	241	0.0211698253892504	0.112406152509294
age	PWY_5431	age	2.93788714141771e-06	1.27263153935044e-06	1034	241	0.0211698253892504	0.112406152509294
GROUP	PWY_2941	G2	-0.000193350062347834	8.38100012323564e-05	1034	1032	0.0212541390411189	0.11252191257063
gender	PWY_7208	male	0.000422289850142329	0.000183648008386715	1034	1034	0.0216805594980326	0.114108207884382
BMI	RUMP_PWY	BMI	-3.00093594322625e-06	1.30465642336694e-06	1034	632	0.0216395318996581	0.114108207884382
gender	PWY_5083	male	0.000139495386849346	6.07245228766211e-05	1034	996	0.0218101006156289	0.114455338507674
age	PWY0_1338	age	2.45383126162342e-05	1.07236847673323e-05	1034	887	0.0223276723254581	0.115626960205078
gender	SO4ASSIM_PWY	male	0.000233853966007523	0.000102221633881835	1034	1027	0.0223580837613148	0.115626960205078
gender	PWY_5862	male	0.000113533017929379	4.96497477500623e-05	1034	877	0.0224187828397624	0.115626960205078
gender	PWY_5860	male	0.00011361050895203	4.96477771440738e-05	1034	878	0.0223221187712069	0.115626960205078
gender	REDCITCYC	male	6.53450449122525e-05	2.85167554542663e-05	1034	1000	0.0221398511019992	0.115626960205078
gender	PWY_7254	male	9.15621440799878e-05	4.00201242219229e-05	1034	956	0.022347115137183	0.115626960205078
BMI	ORNDEG_PWY	BMI	2.73555396098641e-05	1.19706489551016e-05	1034	812	0.0225045894626409	0.11573788866501
gender	PWY0_321	male	4.11278135696991e-05	1.80407881042304e-05	1034	640	0.022830509632139	0.117079536575072
age	PWY_4242	age	0.000108748136094862	4.77325079919471e-05	1034	1034	0.022915853074256	0.117183339584264
gender	PWY_561	male	8.23409214963212e-05	3.62090840892121e-05	1034	928	0.0231706154894363	0.117816688929337
age	P461_PWY	age	-0.000219633607221315	9.65394508513303e-05	1034	1034	0.0231088083657104	0.117816688929337
BMI	PWY0_781	BMI	-6.85501631407209e-05	3.02567322885239e-05	1034	1034	0.0236838169294429	0.119132608580358
age	PYRIDOXSYN_PWY	age	0.000245788669606137	0.000108494467991904	1034	1034	0.0236941521509823	0.119132608580358
gender	PWY_5188	male	0.0003009056480925	0.000132710069706843	1034	1034	0.0235749014415494	0.119132608580358
age	METHGLYUT_PWY	age	1.95556148505914e-05	8.62248855399734e-06	1034	844	0.0235389759912996	0.119132608580358
gender	PRPP_PWY	male	-0.000133997496714392	5.92580743244534e-05	1034	1034	0.0239535480356101	0.120101355053198
gender	PWY_3001	male	-0.000254862090628041	0.000112964095721457	1034	1034	0.0242733727992976	0.121366863996488
age	PWY3O_19	age	2.22151327818514e-06	9.85282862642522e-07	1034	94	0.0243638509288994	0.121481805185648
BMI	PWY_5857	BMI	3.54722650303223e-05	1.57834974250389e-05	1034	935	0.0248257913360642	0.122094055751135
BMI	PWY_5855	BMI	3.54722650303223e-05	1.57834974250389e-05	1034	935	0.0248257913360642	0.122094055751135
BMI	PWY_5856	BMI	3.54722650303223e-05	1.57834974250389e-05	1034	935	0.0248257913360642	0.122094055751135
BMI	PWY_6507	BMI	-0.000120757776469358	5.36907886131551e-05	1034	1034	0.024716657569069	0.122094055751135
BMI	PWY_6708	BMI	3.54722650303223e-05	1.57834974250389e-05	1034	935	0.0248257913360642	0.122094055751135
gender	PWY_5384	male	8.6386802698266e-05	3.85134176725641e-05	1034	1018	0.0251088498546159	0.123149672311467
GROUP	THRESYN_PWY	G2	-0.000230646747450636	0.000102959678025326	1034	1034	0.0252948619090835	0.123718961754405
GROUP	BRANCHED_CHAIN_AA_SYN_PWY	G2	-0.000392531351468728	0.000175305293361253	1034	1034	0.025362387159653	0.123718961754405
gender	TRNA_CHARGING_PWY	male	-0.000189893869607027	8.4856673790504e-05	1034	1033	0.0254480927060429	0.123801532083452
GROUP	PWY0_1415	G2	4.75270065699342e-05	2.1314807999192e-05	1034	947	0.0259800983743771	0.126048994808299
gender	TCA_GLYOX_BYPASS	male	0.000113501735593121	5.09394248661502e-05	1034	948	0.0260865191908759	0.126225092859077
age	PWY_7234	age	0.000101939201420148	4.58072868499414e-05	1034	1034	0.0262728957654113	0.126786092165524
gender	PWY_6305	male	0.000262439351687685	0.000118016826160479	1034	1034	0.0263839677124736	0.126981662787306
age	PWY_6113	age	5.63023677913432e-05	2.53437070989867e-05	1034	984	0.0265324499605732	0.127355759810751
gender	PWY66_422	male	0.000343279199259966	0.000155761680766543	1034	1034	0.027755965154124	0.132874301269743
BMI	TCA	BMI	8.45634320968882e-05	3.84945542869665e-05	1034	1030	0.0282617081522111	0.134936537596764
age	PWY_5690	age	-0.000173021384062039	7.92120694075687e-05	1034	1032	0.0291687528287364	0.138898822993983
age	PWY_7539	age	6.53651206983037e-05	3.00442753398129e-05	1034	1034	0.0298122121661913	0.141588342741806
gender	PWY_6606	male	5.8188125077333e-05	2.6774956563428e-05	1034	1032	0.0299925825888396	0.142070128052398
GROUP	ARO_PWY	G2	-0.000357571179550451	0.000164895771232169	1034	1034	0.0303536779207158	0.143403202775035
GROUP	GALACTUROCAT_PWY	G2	-0.000261578248850432	0.000120999961636723	1034	1034	0.0308652735417592	0.145438461715096
age	PPGPPMET_PWY	age	3.67127778446664e-05	1.69945152720398e-05	1034	1023	0.0309839573432988	0.145616509707409
age	GALACTARDEG_PWY	age	2.6437934424952e-05	1.22927440634369e-05	1034	920	0.0317347537116794	0.148370277093566
age	GLUCARGALACTSUPER_PWY	age	2.6437934424952e-05	1.22927440634369e-05	1034	920	0.0317347537116794	0.148370277093566
gender	PWY_5177	male	-0.000172071177842073	8.01583849534176e-05	1034	1032	0.0320572577753253	0.148719237102025
age	PWY_6588	age	2.30293724495586e-05	1.07269691045653e-05	1034	1004	0.0320391363725005	0.148719237102025
BMI	ARGORNPROST_PWY	BMI	-1.065830921991e-05	4.96194096672779e-06	1034	666	0.0319477872424864	0.148719237102025
gender	ORNDEG_PWY	male	5.29870688634767e-05	2.47113083566941e-05	1034	812	0.0322491612585656	0.148842282731841
age	PWY_3781	age	-7.91417796637789e-06	3.69057636846002e-06	1034	190	0.0322343124672575	0.148842282731841
BMI	PWY_241	BMI	-8.23708158549353e-06	3.85434909148596e-06	1034	718	0.0328281993846446	0.150358165120509
BMI	PWY_5173	BMI	2.59431224358449e-05	1.21365051937387e-05	1034	984	0.0327855779722269	0.150358165120509
gender	PWY_6803	male	8.89539895614957e-05	4.15935978920069e-05	1034	939	0.0327013320769187	0.150358165120509
gender	PWY_7269	male	0.00010055452188946	4.7349278040524e-05	1034	909	0.0339374279890633	0.15504408725968
BMI	TRNA_CHARGING_PWY	BMI	-8.7173315053488e-05	4.11062594817455e-05	1034	1033	0.0341893582634133	0.155799607276314
age	UBISYN_PWY	age	3.04701712359135e-05	1.43834469489087e-05	1034	907	0.0343808586644032	0.156276630292742
BMI	NAGLIPASYN_PWY	BMI	5.16462772273628e-05	2.44266966058845e-05	1034	1027	0.0347286039869677	0.157459665432095
BMI	PWY_6527	BMI	0.000141050710898535	6.68104434451327e-05	1034	1034	0.0349972738582635	0.15785737901439
gender	PWY_2723	male	6.41013289597141e-05	3.03761099942605e-05	1034	884	0.0350794175587532	0.15785737901439
age	PWY_5083	age	6.07463571285512e-05	2.87778798374974e-05	1034	996	0.0350263715461095	0.15785737901439
age	FAO_PWY	age	3.17468212289759e-05	1.507235441316e-05	1034	1021	0.0354225758183118	0.159004080979953
BMI	PWY_6703	BMI	-0.000224238712529851	0.000106841259369073	1034	1034	0.0360796807210953	0.159426080422423
BMI	UBISYN_PWY	BMI	3.08458347784154e-05	1.47024681494162e-05	1034	907	0.0361503452485691	0.159426080422423
gender	PWY_841	male	-0.00024226582019328	0.000115231201516069	1034	1034	0.0357600318330747	0.159426080422423
age	PWY_7383	age	3.84015922976435e-05	1.83112382494257e-05	1034	913	0.0362251482737617	0.159426080422423
BMI	PWY_7219	BMI	0.000506043445494208	0.00024123731928467	1034	1034	0.0361772867071271	0.159426080422423
BMI	PWY_5097	BMI	0.000461393438199182	0.000219960383522329	1034	1034	0.0361842903792	0.159426080422423
gender	PWY_6317	male	0.000329376481589056	0.000156630511906571	1034	1034	0.0357200571498381	0.159426080422423
age	PWY_724	age	-0.000138310533191377	6.59194874981487e-05	1034	1034	0.0361353112426585	0.159426080422423
gender	PWY_6527	male	0.000288771197279409	0.000137918460027728	1034	1034	0.0365258098698613	0.160357214062806
BMI	PWY_6969	BMI	7.59640232657266e-05	3.63387690275785e-05	1034	1030	0.0368253735796042	0.161279008377829
age	COA_PWY	age	0.000119217316381864	5.70646632095772e-05	1034	1034	0.0369405179428976	0.161390612371883
age	ORNARGDEG_PWY	age	2.28644478532916e-05	1.09744438382758e-05	1034	793	0.0374608914914316	0.162480975143559
age	ARGDEG_PWY	age	2.28644478532916e-05	1.09744438382758e-05	1034	793	0.0374608914914316	0.162480975143559
age	PWY_6895	age	0.000105338149755844	5.05235476533708e-05	1034	936	0.0373237197518171	0.162480975143559
BMI	PWY0_1241	BMI	3.36878322122505e-05	1.62186513052317e-05	1034	992	0.0380417412960013	0.164208955234538
gender	PWY_7228	male	0.000392089268549203	0.000188682783447333	1034	1034	0.0379558428787609	0.164208955234538
age	PWY_7279	age	-4.85772652810956e-06	2.34158923682444e-06	1034	189	0.0382792869723306	0.164839034809079
gender	GLYOXYLATE_BYPASS	male	9.38461921831258e-05	4.53300787457446e-05	1034	962	0.0386768378274502	0.165757876403358
BMI	PWY_2942	BMI	0.000453573831563409	0.000219075985946812	1034	1034	0.0386665404526475	0.165757876403358
BMI	PWY_7211	BMI	0.000102158176394412	4.94775877731127e-05	1034	1031	0.0392002575088215	0.1676020511066
BMI	PWY_7399	BMI	-1.0724205730514e-06	5.21863007216036e-07	1034	131	0.0401347183373177	0.169583316918244
BMI	PWY_6897	BMI	0.000204179631062804	9.93453405088177e-05	1034	1034	0.0401089448410165	0.169583316918244
gender	KDO_NAGLIPASYN_PWY	male	4.76984459619766e-05	2.3190852978501e-05	1034	895	0.0399614394260633	0.169583316918244
age	FUC_RHAMCAT_PWY	age	4.43832669046681e-05	2.15591035502253e-05	1034	978	0.0397785468794222	0.169583316918244
age	PWY66_367	age	1.1781374119694e-06	5.72948974135559e-07	1034	73	0.0400105570190729	0.169583316918244
gender	X3_HYDROXYPHENYLACETATE_DEGRADATION_PWY	male	3.64701163421928e-05	1.77558202448728e-05	1034	647	0.0402319854557553	0.169596191616767
age	GLYCOLYSIS_TCA_GLYOX_BYPASS	age	5.96436643416168e-05	2.90740593755973e-05	1034	946	0.0404791483786921	0.169842580609897
gender	PWY66_400	male	0.000559180269994008	0.000272513256287212	1034	1034	0.0404305536539464	0.169842580609897
gender	PWY_7237	male	0.000702125577753971	0.000342750321691784	1034	1027	0.040766120025096	0.170648874523658
gender	PWY_5791	male	8.88193589033574e-05	4.34870930007205e-05	1034	1000	0.041365579733706	0.171167916139473
gender	PWY_241	male	-1.6269601654734e-05	7.95662868999778e-06	1034	718	0.0411322349596719	0.171167916139473
gender	GLUCOSE1PMETAB_PWY	male	0.00010370427593123	5.0746455843044e-05	1034	993	0.0412518755554285	0.171167916139473
BMI	FUCCAT_PWY	BMI	3.8762161898149e-05	1.89716023394047e-05	1034	1028	0.0412924315433275	0.171167916139473
gender	PWY_5837	male	8.88193589033574e-05	4.34870930007205e-05	1034	1000	0.041365579733706	0.171167916139473
age	TCA_GLYOX_BYPASS	age	4.92721470875655e-05	2.41406367369529e-05	1034	948	0.0415032559938682	0.171343717405878
gender	PWY_6700	male	0.00101068573157254	0.000495700177145632	1034	1034	0.041716882600278	0.171439243562786
age	P108_PWY	age	1.75047921978323e-05	8.5835108071551e-06	1034	890	0.0416723178961467	0.171439243562786
age	PWY0_1533	age	3.00412157596634e-05	1.47433475344622e-05	1034	897	0.0418464490837488	0.171579973464118
GROUP	PWY0_1296	G2	-0.000323601626829948	0.000158996550139238	1034	1034	0.0420813684202739	0.172151052628393
age	PWY_4702	age	2.4843952883111e-05	1.22221306672642e-05	1034	943	0.0423412174617232	0.172821295762136
age	PWY_5173	age	2.40816226575196e-05	1.18731614872586e-05	1034	984	0.0427952107809479	0.173885732292791
age	X7ALPHADEHYDROX_PWY	age	2.98481132814419e-07	1.47100453888089e-07	1034	24	0.0427076822651222	0.173885732292791
age	PWY_5415	age	8.67841392787423e-06	4.28189271194076e-06	1034	404	0.0429456333963939	0.17410391917457
gender	PWY_5138	male	2.89019510259706e-05	1.42939910316165e-05	1034	847	0.0434406217718126	0.175714874582613
gender	PWY_7187	male	-0.00013558358375728	6.71972949827816e-05	1034	1034	0.0438846077191107	0.1767297927043
BMI	PWY_6467	BMI	7.99462546760053e-06	3.96232038830453e-06	1034	359	0.0438878985215678	0.1767297927043
age	PWY_7399	age	1.02459033210773e-06	5.1053937356687e-07	1034	131	0.0450261426391808	0.178835760550024
age	PWY_5667	age	-0.000227160915767271	0.000113218392015468	1034	1034	0.0450776246103163	0.178835760550024
age	PWY0_1319	age	-0.000226888836162347	0.000113203732771446	1034	1034	0.0453070425282955	0.178835760550024
age	PWY_5973	age	-0.000164775477618354	8.20119252455889e-05	1034	1034	0.0447827342740391	0.178835760550024
age	PWY_6823	age	2.37346197067038e-05	1.1823507766314e-05	1034	871	0.0449695055468628	0.178835760550024
age	PWY_7409	age	3.02788318653974e-05	1.51046486980873e-05	1034	870	0.0452693818417396	0.178835760550024
gender	GLYCOLYSIS_TCA_GLYOX_BYPASS	male	0.000122904216388457	6.13494945992947e-05	1034	946	0.045404412539645	0.178835760550024
age	PWY_5971	age	6.30374517703285e-05	3.13402669008078e-05	1034	987	0.0445471029805636	0.178835760550024
GROUP	PWY_5100	G2	-0.00021709808392848	0.00010807735908266	1034	1034	0.0448290842109995	0.178835760550024
gender	SULFATE_CYS_PWY	male	0.000124409656576016	6.20705968644777e-05	1034	1027	0.0452992275451005	0.178835760550024
gender	GLYCOL_GLYOXDEG_PWY	male	4.39858232264574e-05	2.19831483033324e-05	1034	895	0.0456690538899105	0.179485364632836
gender	P105_PWY	male	0.000109481743708523	5.47922458170411e-05	1034	929	0.0459682650175095	0.180267705951018
gender	PWY_6270	male	0.000234231247389297	0.000117346116560242	1034	1025	0.046191640888796	0.180749899130071
age	P105_PWY	age	5.17294766868153e-05	2.59665221141901e-05	1034	929	0.0466196877163984	0.181402364195283
age	PWY_5136	age	2.72817577653758e-05	1.36943874488597e-05	1034	1021	0.0466169472232083	0.181402364195283
age	PWY_5384	age	3.63537862863104e-05	1.82518437924048e-05	1034	1018	0.0466607192346754	0.181402364195283
BMI	AST_PWY	BMI	1.97598241347184e-05	9.9349968789409e-06	1034	890	0.0469778487928286	0.182241654799766
age	PWY_5723	age	5.71341076224519e-05	2.87625907842283e-05	1034	936	0.0472558227175362	0.182925765358205
age	PWY_6803	age	3.907127466717e-05	1.97115680032159e-05	1034	939	0.0477305498327134	0.184366930684301
GROUP	HISDEG_PWY	G2	5.91091359842441e-05	2.98628310135789e-05	1034	1009	0.0480446216903163	0.185182696022632
age	ARGSYN_PWY	age	0.000115126636296019	5.83003636109802e-05	1034	1034	0.0485698024937911	0.185667373876205
BMI	GLYOXYLATE_BYPASS	BMI	4.33763786931736e-05	2.19587911712261e-05	1034	962	0.0484972817836716	0.185667373876205
gender	P162_PWY	male	2.68823869638021e-05	1.36140933452421e-05	1034	365	0.0485829628309404	0.185667373876205
age	PWY_6969	age	7.02859615448444e-05	3.55502730007666e-05	1034	1030	0.0483008101430173	0.185667373876205
age	PWY_5659	age	0.000117048487594123	5.93232853971728e-05	1034	1034	0.0487582237233416	0.185703421809131
